Two_P,Two_PP,Two_PA,Three_P,Three_PP,Three_PA,AST,Age,BLK,DRB,FG,FGP,FGA,FT,FTP,FTA,G,GS,MP,ORB,PF,PTS,STL,TOV,TRB,eFGP,place,name,team,team_abbr,year
200,0.468,427,15,0.357,42,70,34,18,192,215,0.458,469,90,0.652,138,64,57,1620,104,175,535,110,78,296,0.474,Memphis,Tony Allen,Grizzlies,MEM,2016
198,0.47,421,42,0.309,136,98,29,19,186,240,0.431,557,124,0.8,155,53,31,1544,55,102,646,40,69,241,0.469,Memphis,Jeff Green,Grizzlies,MEM,2016
141,0.502,281,51,0.37,138,76,30,16,99,192,0.458,419,76,0.826,92,51,37,1489,19,79,511,52,49,118,0.519,Memphis,Courtney Lee,Grizzlies,MEM,2016
215,0.478,450,15,0.333,45,67,25,33,234,230,0.465,495,103,0.752,137,78,15,1446,139,189,578,46,83,373,0.48,Memphis,JaMychal Green,Grizzlies,MEM,2016
127,0.464,274,45,0.326,138,211,29,12,120,172,0.417,412,206,0.827,249,55,7,1253,23,165,595,80,101,143,0.472,Memphis,Mario Chalmers,Grizzlies,MEM,2016
74,0.425,174,59,0.349,169,56,39,16,115,133,0.388,343,70,0.833,84,60,3,1005,31,101,395,38,35,146,0.474,Memphis,Vince Carter,Grizzlies,MEM,2016
135,0.487,277,11,0.355,31,73,25,6,94,146,0.474,308,66,0.815,81,26,3,692,21,56,369,19,46,115,0.492,Memphis,Lance Stephenson,Grizzlies,MEM,2016
45,0.625,72,0,0.0,0,10,31,20,47,45,0.625,72,26,0.619,42,32,9,412,40,58,116,6,21,87,0.625,Memphis,Ryan Hollins,Grizzlies,MEM,2016
54,0.474,114,0,0.0,2,15,21,7,47,54,0.466,116,45,0.726,62,27,0,380,39,58,153,8,19,86,0.466,Memphis,Jarell Martin,Grizzlies,MEM,2016
30,0.476,63,16,0.232,69,9,23,4,39,46,0.348,132,16,0.727,22,18,9,375,7,31,124,8,17,46,0.409,Memphis,P.J. Hairston,Grizzlies,MEM,2016
32,0.604,53,2,0.222,9,9,37,10,56,34,0.548,62,22,0.688,32,20,14,366,33,25,92,14,7,89,0.565,Memphis,Chris Andersen,Grizzlies,MEM,2016
26,0.473,55,16,0.356,45,37,29,2,21,42,0.42,100,10,1.0,10,12,10,291,4,22,110,15,18,25,0.5,Memphis,Jordan Farmar,Grizzlies,MEM,2016
23,0.426,54,9,0.391,23,22,23,3,28,32,0.416,77,7,0.5,14,14,0,244,3,25,80,13,15,31,0.474,Memphis,Xavier Munford,Grizzlies,MEM,2016
18,0.34,53,10,0.385,26,27,24,3,14,28,0.354,79,3,0.6,5,10,3,219,2,15,69,7,13,16,0.418,Memphis,Ray McCallum,Grizzlies,MEM,2016
35,0.673,52,0,0.0,0,6,28,15,29,35,0.673,52,13,0.542,24,12,2,212,14,21,83,5,10,43,0.673,Memphis,Brandan Wright,Grizzlies,MEM,2016
13,0.394,33,0,0.0,5,20,23,3,16,13,0.342,38,3,0.75,4,6,4,166,8,11,29,9,9,24,0.342,Memphis,Briante Weber,Grizzlies,MEM,2016
16,0.457,35,4,0.364,11,26,33,1,7,20,0.435,46,3,1.0,3,8,0,120,2,11,47,3,11,9,0.478,Memphis,Beno Udrih,Grizzlies,MEM,2016
6,0.353,17,1,0.2,5,11,24,1,8,7,0.318,22,8,0.615,13,15,0,66,1,5,23,5,7,9,0.341,Memphis,Russ Smith,Grizzlies,MEM,2016
8,0.308,26,0,0.0,0,2,28,3,8,8,0.308,26,4,0.4,10,4,0,61,18,8,20,1,0,26,0.308,Memphis,Alex Stepheson,Grizzlies,MEM,2016
1,0.167,6,1,0.25,4,4,26,0,3,2,0.2,10,3,0.75,4,5,0,45,1,2,8,0,1,4,0.25,Memphis,Elliot Williams,Grizzlies,MEM,2016
2,0.4,5,2,0.25,8,2,25,2,3,4,0.308,13,6,0.6,10,10,0,40,4,1,16,4,2,7,0.385,Memphis,James Ennis,Grizzlies,MEM,2016
2,0.4,5,0,0.0,1,3,21,0,2,2,0.333,6,3,0.6,5,2,0,15,0,2,7,3,2,2,0.333,Memphis,Jordan Adams,Grizzlies,MEM,2016
2,1.0,2,0,0.0,0,0,23,0,0,2,1.0,2,0,0.0,0,5,0,6,0,0,4,0,0,0,1.0,Memphis,Bryce Cotton,Grizzlies,MEM,2016
0,0.0,0,0,0.0,0,0,22,0,1,0,0.0,0,0,0.0,0,2,0,4,1,0,0,0,0,2,0.0,Memphis,Jarnell Stokes,Grizzlies,MEM,2016
525,0.511,1028,35,0.324,108,116,22,125,497,560,0.493,1136,326,0.758,430,61,61,2164,130,148,1481,78,121,627,0.508,New Orleans,Anthony Davis,Pelicans,NOP,2016
266,0.466,571,131,0.366,358,73,27,25,265,397,0.427,929,199,0.873,228,66,7,2008,131,109,1124,38,90,396,0.498,New Orleans,Ryan Anderson,Pelicans,NOP,2016
131,0.55,238,55,0.316,174,77,28,33,179,186,0.451,412,57,0.695,82,80,46,1971,57,173,484,42,41,236,0.518,New Orleans,Dante Cunningham,Pelicans,NOP,2016
323,0.478,676,87,0.336,259,391,25,22,168,410,0.439,935,182,0.843,216,65,23,1831,27,148,1089,88,167,195,0.485,New Orleans,Jrue Holiday,Pelicans,NOP,2016
115,0.59,195,17,0.283,60,72,28,13,185,132,0.518,255,44,0.667,66,73,38,1632,60,169,325,63,55,245,0.551,New Orleans,Alonzo Gee,Pelicans,NOP,2016
118,0.457,258,113,0.384,294,121,27,14,89,231,0.418,552,111,0.888,125,45,44,1481,10,98,686,43,73,99,0.521,New Orleans,Eric Gordon,Pelicans,NOP,2016
102,0.421,242,81,0.399,203,157,29,5,118,183,0.411,445,84,0.848,99,61,18,1262,25,131,531,70,64,143,0.502,New Orleans,Toney Douglas,Pelicans,NOP,2016
163,0.427,382,33,0.324,102,167,27,5,141,196,0.405,484,52,0.8,65,45,23,1198,10,102,477,37,75,151,0.439,New Orleans,Norris Cole,Pelicans,NOP,2016
104,0.533,195,0,0.0,0,26,29,23,294,104,0.533,195,61,0.545,112,68,64,1178,120,124,269,21,60,414,0.533,New Orleans,Ömer Aşık,Pelicans,NOP,2016
150,0.478,314,0,0.0,1,31,27,36,194,150,0.476,315,52,0.839,62,59,17,861,75,134,352,19,54,269,0.476,New Orleans,Alexis Ajinça,Pelicans,NOP,2016
78,0.433,180,44,0.404,109,53,26,7,123,122,0.422,289,39,0.78,50,47,13,845,25,90,327,11,23,148,0.498,New Orleans,Luke Babbitt,Pelicans,NOP,2016
103,0.45,229,33,0.388,85,164,26,8,109,136,0.433,314,74,0.796,93,25,25,765,20,66,379,32,73,129,0.486,New Orleans,Tyreke Evans,Pelicans,NOP,2016
88,0.451,195,10,0.303,33,154,27,6,78,98,0.43,228,33,0.767,43,27,3,617,14,38,239,24,45,92,0.452,New Orleans,Ish Smith,Pelicans,NOP,2016
40,0.533,75,0,0.0,0,31,31,11,103,40,0.533,75,11,0.44,25,37,5,542,25,64,91,11,41,128,0.533,New Orleans,Kendrick Perkins,Pelicans,NOP,2016
63,0.457,138,13,0.419,31,120,25,1,56,76,0.45,169,45,0.763,59,16,1,469,15,42,210,23,38,71,0.488,New Orleans,Tim Frazier,Pelicans,NOP,2016
36,0.507,71,13,0.289,45,25,25,3,50,49,0.422,116,14,0.667,21,11,4,304,12,24,125,8,17,62,0.478,New Orleans,Jordan Hamilton,Pelicans,NOP,2016
26,0.52,50,24,0.48,50,18,25,3,18,50,0.5,100,19,0.792,24,9,5,282,17,26,143,12,17,35,0.62,New Orleans,James Ennis,Pelicans,NOP,2016
16,0.432,37,12,0.375,32,15,23,2,40,28,0.406,69,11,0.524,21,14,11,279,8,17,79,10,11,48,0.493,New Orleans,Bryce Dejean-Jones,Pelicans,NOP,2016
3,0.25,12,1,0.2,5,2,26,0,5,4,0.235,17,1,0.5,2,5,1,54,1,4,10,1,3,6,0.265,New Orleans,Orlando Johnson,Pelicans,NOP,2016
0,0.0,0,0,0.0,1,4,31,0,0,0,0.0,1,0,0.0,0,2,1,23,0,5,0,1,0,0,0.0,New Orleans,Nate Robinson,Pelicans,NOP,2016
1,0.333,3,0,0.0,1,1,26,0,0,1,0.25,4,0,0.0,0,4,0,13,0,1,2,1,1,0,0.25,New Orleans,Jimmer Fredette,Pelicans,NOP,2016
422,0.528,799,129,0.443,291,186,24,71,398,551,0.506,1090,292,0.874,334,72,72,2380,95,133,1523,128,105,493,0.565,San Antonio,Kawhi Leonard,Spurs,SAS,2016
536,0.521,1029,0,0.0,16,110,30,81,456,536,0.513,1045,259,0.858,302,74,74,2261,176,151,1331,38,99,632,0.513,San Antonio,LaMarcus Aldridge,Spurs,SAS,2016
95,0.448,212,116,0.332,349,141,28,64,255,211,0.376,561,34,0.739,46,79,79,2062,48,141,572,79,75,303,0.48,San Antonio,Danny Green,Spurs,SAS,2016
323,0.501,645,27,0.415,65,379,33,11,159,350,0.493,710,130,0.76,171,72,72,1980,17,114,857,54,131,176,0.512,San Antonio,Tony Parker,Spurs,SAS,2016
137,0.469,292,123,0.384,320,226,27,6,131,260,0.425,612,47,0.81,58,81,3,1662,27,102,690,59,76,158,0.525,San Antonio,Patty Mills,Spurs,SAS,2016
215,0.49,439,0,0.0,2,163,39,78,332,215,0.488,441,92,0.702,131,61,60,1536,115,125,522,47,90,447,0.488,San Antonio,Tim Duncan,Spurs,SAS,2016
241,0.546,441,3,0.429,7,143,35,55,237,244,0.545,448,63,0.788,80,78,19,1404,72,142,554,44,68,309,0.548,San Antonio,David West,Spurs,SAS,2016
177,0.564,314,25,0.362,69,176,33,21,175,202,0.527,383,56,0.737,76,76,4,1386,58,102,485,26,97,233,0.56,San Antonio,Boris Diaw,Spurs,SAS,2016
126,0.488,258,12,0.324,37,123,22,29,219,138,0.468,295,62,0.747,83,78,11,1245,25,97,350,60,59,244,0.488,San Antonio,Kyle Anderson,Spurs,SAS,2016
127,0.496,256,70,0.391,179,177,38,11,120,197,0.453,435,91,0.813,112,58,0,1134,26,99,555,66,99,146,0.533,San Antonio,Manu Ginóbili,Spurs,SAS,2016
104,0.533,195,18,0.383,47,58,26,5,80,122,0.504,242,69,0.75,92,55,2,813,16,103,331,24,53,96,0.541,San Antonio,Jonathon Simmons,Spurs,SAS,2016
105,0.603,174,0,0.0,0,21,27,23,121,105,0.603,174,87,0.763,114,54,4,508,73,54,297,12,29,194,0.603,San Antonio,Boban Marjanović,Spurs,SAS,2016
34,0.618,55,15,0.306,49,24,36,23,53,49,0.471,104,11,0.688,16,46,0,432,3,11,124,13,8,56,0.543,San Antonio,Rasual Butler,Spurs,SAS,2016
19,0.365,52,11,0.333,33,12,32,2,25,30,0.353,85,28,0.933,30,16,1,261,4,15,99,9,13,29,0.418,San Antonio,Kevin Martin,Spurs,SAS,2016
22,0.431,51,5,0.313,16,33,24,4,25,27,0.403,67,9,0.9,10,31,3,256,6,14,68,5,11,31,0.44,San Antonio,Ray McCallum,Spurs,SAS,2016
14,0.609,23,15,0.441,34,9,35,1,24,29,0.509,57,3,0.75,4,30,2,206,3,16,76,6,3,27,0.64,San Antonio,Matt Bonner,Spurs,SAS,2016
22,0.5,44,1,0.25,4,29,39,0,21,23,0.479,48,9,0.692,13,13,4,181,6,14,56,7,12,27,0.49,San Antonio,Andre Miller,Spurs,SAS,2016
